
Memory Usage at After Clearing GPU Memory:
  Allocated: 0.00 GiB
  Reserved: 0.00 GiB
  Free: 11.35 GiB
  Total: 11.35 GiB

Memory Usage at After Loading Base Model:
  Allocated: 6.43 GiB
  Reserved: 7.22 GiB
  Free: 4.93 GiB
  Total: 11.35 GiB

Memory Usage at After Applying LoRA:
  Allocated: 6.44 GiB
  Reserved: 7.23 GiB
  Free: 4.91 GiB
  Total: 11.35 GiB
{'loss': 3.9301, 'grad_norm': 3.4515719413757324, 'learning_rate': 9.947397563676634e-05, 'epoch': 0.04}
Generated: Next episode advanced immediately.
ROUGE-L Score: 100.00%
BERTScore: 99.21%

Input: Category: shutters, Subcategory: bathroom, Action: down, Sentence: Lower blinds after 15 minutes
Expected: Blinds will be lowered after 15 minutes.
Generated: Blinds will be lowered shortly
ROUGE-L Score: 66.67%
BERTScore: 93.65%

Input: Category: music, Subcategory: none, Action: off, Sentence: Halt all playback at 9 PM
Expected: All music will be turned off at 9 PM.
Generated: All playback will be turned off at nine PM.
ROUGE-L Score: 77.78%
BERTScore: 90.71%

Input: Category: lights, Subcategory: none, Action: on, Sentence: Turn on all lights at seven o'clock
Expected: All lights will be turned on at seven o'clock.
Generated: All lights will be turned on at 07:00.
ROUGE-L Score: 73.68%
BERTScore: 95.92%

Input: Category: shutters, Subcategory: kitchen, Action: up, Sentence: Open shutters immediately
Expected: Shutters opened immediately
Generated: Shutters opened immediately.
ROUGE-L Score: 100.00%
BERTScore: 98.08%

Input: Category: camera, Subcategory: kitchen, Action: statusquery, Sentence: Was there movement in the kitchen?
Expected: Yes, movement was detected in the kitchen minute.
Generated: Yes there was movement detected.
ROUGE-L Score: 46.15%
BERTScore: 93.41%

Input: Category: shutters, Subcategory: cellar, Action: down, Sentence: Close cellar shutters
Expected: Cellar shutters closed
Generated: Shutters closed in the cellar.
ROUGE-L Score: 50.00%
BERTScore: 86.99%

Input: Category: music, Subcategory: playback, Action: check, Sentence: Is music playing in the background?
Expected: Music is playing in the background.
Generated: Background music detected.
ROUGE-L Score: 22.22%
BERTScore: 90.94%

Input: Category: camera, Subcategory: kitchen, Action: on, Sentence: Begin kitchen camera feed
Expected: Feed begun
Generated: kitchen feed begun.
ROUGE-L Score: 80.00%
BERTScore: 91.71%

Input: Category: music, Subcategory: volume, Action: adjustvolume, Sentence: Adjust volume "this evening, 8 PM"
Expected: Volume will be adjusted this evening.
Generated: Volume will be adjusted this evening.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: lights, Subcategory: library, Action: on, Sentence: Enable all library lights
Expected: All library lights enabled
Generated: Library lights enabled.
ROUGE-L Score: 85.71%
BERTScore: 94.86%

Input: Category: music, Subcategory: power, Action: turnon, Sentence: Activate music system now
Expected: Player powered up now.
Generated: Music system activated now.
ROUGE-L Score: 25.00%
BERTScore: 89.47%

Input: Category: shutters, Subcategory: none, Action: down, Sentence: Close all shutters
Expected: All shutters closed
Generated: Shutters closed.
ROUGE-L Score: 80.00%
BERTScore: 89.42%

Input: Category: camera, Subcategory: living room, Action: statusquery, Sentence: Observe living room camera operations
Expected: Living room camera operations observed.
Generated: Living room operations observed.
ROUGE-L Score: 88.89%
BERTScore: 97.64%

Input: Category: music, Subcategory: multisource, Action: check, Sentence: List music sources
Expected: Sources displayed.
Generated: Sources listed.
ROUGE-L Score: 50.00%
BERTScore: 95.83%

Input: Category: camera, Subcategory: library, Action: statusquery, Sentence: Examine library camera condition
Expected: Library camera status examined.
Generated: Library condition examined.
ROUGE-L Score: 57.14%
BERTScore: 94.44%

Input: Category: music, Subcategory: power, Action: turnoff, Sentence: Turn off power in one hour
Expected: Power will be turned off in one hour.
Generated: Power will be turned off in 1 hour.
ROUGE-L Score: 87.50%
BERTScore: 99.22%

Input: Category: music, Subcategory: source, Action: check, Sentence: Observe source status
Expected: Source status observed
Generated: Source status observed
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: lights, Subcategory: dining room, Action: on, Sentence: Switch on dining lights next Friday
Expected: Dining lights will activate next Friday
Generated: Dining room lights will be turned on next friday.
ROUGE-L Score: 66.67%
BERTScore: 93.74%

Input: Category: lights, Subcategory: bathroom, Action: on, Sentence: Turn on bathroom lights at seven o'clock
Expected: Bathroom lights will be turned on at seven o'clock.
Generated: Bathroom lights scheduled to turn on at 7:00 PM.
ROUGE-L Score: 50.00%
BERTScore: 94.51%

Input: Category: lights, Subcategory: attic, Action: on, Sentence: Activate attic lights
Expected: Attic lights activated
Generated: Attic lights activated.
ROUGE-L Score: 100.00%
BERTScore: 99.41%

Input: Category: music, Subcategory: status, Action: check, Sentence: Check status after 15 minutes
Expected: Status will be checked after 15 minutes.
Generated: music status will be reviewed then.
ROUGE-L Score: 46.15%
BERTScore: 90.30%

Input: Category: camera, Subcategory: kitchen, Action: on, Sentence: Engage surveillance after 10 minutes
Expected: Surveillance will be engaged after 10 minutes
Generated: 1:10: Kitchen camera will be turned on then.
ROUGE-L Score: 25.00%
BERTScore: 85.44%

Input: Category: music, Subcategory: device, Action: check, Sentence: Is the device on this morning?
Expected: Device was on this morning.
Generated: Device status reviewed
ROUGE-L Score: 25.00%
BERTScore: 85.79%

Input: Category: music, Subcategory: schedule, Action: check, Sentence: Get schedule information
Expected: Schedule information obtained
Generated: Schedule information obtained.
ROUGE-L Score: 100.00%
BERTScore: 97.45%

Input: Category: lights, Subcategory: living room, Action: on, Sentence: Switch on living room lights next Thursday
Expected: Living room lights scheduled for next Thursday
Generated: Living room lighting will be turned on on Thursday.
ROUGE-L Score: 50.00%
BERTScore: 91.26%

Input: Category: music, Subcategory: playlist, Action: selectplaylist, Sentence: Select playlist in 25 minutes
Expected: Playlist will be selected in 25 minutes.
Generated: Playlist will be selected in twenty-five minutes.
ROUGE-L Score: 80.00%
BERTScore: 98.39%

Input: Category: music, Subcategory: equalizer, Action: adjust, Sentence: Fine-tune equalizer "next Tuesday, June 10"
Expected: Equalizer settings will be adjusted next Tuesday.
Generated: Equalizer settings will be adjusted next Tuesday.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: bathroom, Action: up, Sentence: Open shutters at 7 AM
Expected: Shutters will be opened at 7 AM.
Generated: Shutters will be opened at seven AM.
ROUGE-L Score: 85.71%
BERTScore: 99.17%

Input: Category: lights, Subcategory: toilet, Action: off, Sentence: Turn off toilet lights in one hour
Expected: Toilet lights will be turned off in one hour.
Generated: Toilet lights will be turned off in 1 hour.
ROUGE-L Score: 88.89%
BERTScore: 99.47%

Input: Category: music, Subcategory: queue, Action: check, Sentence: Review queue at 7 PM
Expected: Queue will be reviewed at 7 PM.
Generated: 2023:07:08 07 PM, queue status will be reviewed at that time
ROUGE-L Score: 50.00%
BERTScore: 83.69%

Input: Category: camera, Subcategory: attic, Action: on, Sentence: Launch attic camera system
Expected: System launched
Generated: System launched.
ROUGE-L Score: 100.00%
BERTScore: 97.38%

Input: Category: lights, Subcategory: cellar, Action: off, Sentence: Turn off the lights in the cellar
Expected: Turning off the cellar lights.
Generated: Lights off in cellar
ROUGE-L Score: 44.44%
BERTScore: 89.43%

Input: Category: music, Subcategory: playback, Action: loop, Sentence: Enable loop mode after 15 minutes
Expected: Loop mode will activate soon.
Generated: Loop mode will be enabled shortly.
ROUGE-L Score: 54.55%
BERTScore: 96.81%

Input: Category: music, Subcategory: ambient, Action: play, Sentence: Play rainforest sounds in the study
Expected: Rainforest sounds are now playing in the study.
Generated: Study ambient sounds playing.
ROUGE-L Score: 33.33%
BERTScore: 89.29%

Input: Category: shutters, Subcategory: none, Action: up, Sentence: Elevate all shutters now
Expected: All shutters elevated now
Generated: all Shutters elevated)  now 1 hour 45 minutes.
ROUGE-L Score: 66.67%
BERTScore: 86.87%

Input: Category: music, Subcategory: source, Action: switchsource, Sentence: Swap source at 8 PM
Expected: Source will be swapped at 8 PM.
Generated: Source will be switched at eight PM.
ROUGE-L Score: 71.43%
BERTScore: 97.61%

Input: Category: music, Subcategory: schedule, Action: cancel, Sentence: Delete music schedule
Expected: Music schedule deleted
Generated: Schedule deleted.
ROUGE-L Score: 80.00%
BERTScore: 91.34%

Input: Category: camera, Subcategory: attic, Action: on, Sentence: Engage monitoring now
Expected: Monitoring engaged now
Generated: monitoring engaged now  in the attic  for the next 24 hours.
ROUGE-L Score: 42.86%
BERTScore: 88.33%

Input: Category: music, Subcategory: playback, Action: play, Sentence: Launch playback "next Tuesday, June 10"
Expected: Playback will start next Tuesday.
Generated: Playback will start next Tuesday.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: camera, Subcategory: cellar, Action: statusquery, Sentence: Check for activity in the cellar
Expected: Cellar activity status checked
Generated: Activity status retrieved from cellar camera.
ROUGE-L Score: 40.00%
BERTScore: 88.15%

Input: Category: music, Subcategory: schedule, Action: stop, Sentence: Stop scheduled music
Expected: Scheduled music stopped
Generated: Scheduled music stopped.
ROUGE-L Score: 100.00%
BERTScore: 97.61%

Input: Category: camera, Subcategory: living room, Action: on, Sentence: Power up living room camera
Expected: Living room camera powered up
Generated: Living room  camera  powered  up  now
ROUGE-L Score: 90.91%
BERTScore: 88.94%

Input: Category: music, Subcategory: playback, Action: previous, Sentence: Play previous track
Expected: Previous track playing.
Generated: Previous track playing.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: artist, Action: play, Sentence: Play artist's music until midnight
Expected: Music will play until midnight.
Generated: Artist’s music is now playing.
ROUGE-L Score: 36.36%
BERTScore: 87.75%

Input: Category: music, Subcategory: playback, Action: skip, Sentence: Skip the song
Expected: Song skipped.
Generated: Song skipped to next track
ROUGE-L Score: 57.14%
BERTScore: 91.21%

Input: Category: music, Subcategory: artist, Action: play, Sentence: Start artist’s songs
Expected: Artist’s music started
Generated: Songs starting now.
ROUGE-L Score: 28.57%
BERTScore: 87.83%

Input: Category: music, Subcategory: playback, Action: repeat, Sentence: Repeat the current song
Expected: Current song set to repeat.
Generated: Song repeating.
ROUGE-L Score: 57.14%
BERTScore: 89.77%

Input: Category: shutters, Subcategory: basement, Action: down, Sentence: Lower shades now
Expected: Shades lowered now
Generated: Shades lowered now for the basement.
ROUGE-L Score: 66.67%
BERTScore: 94.09%

Input: Category: shutters, Subcategory: library, Action: down, Sentence: Drop curtains at 6 PM
Expected: Curtains will be dropped at 6 PM.
Generated: Curtains will be dropped at six PM
ROUGE-L Score: 85.71%
BERTScore: 98.06%

Input: Category: music, Subcategory: device, Action: multiroom, Sentence: Play multi-room music this evening, 8 PM
Expected: Multi-room music will start this evening.
Generated: All rooms music will start this afternoon
ROUGE-L Score: 71.43%
BERTScore: 95.69%

Input: Category: music, Subcategory: playback, Action: resume, Sentence: Resume song in fifteen minutes
Expected: Playback will resume in fifteen minutes.
Generated: Song will resume in 15 minutes
ROUGE-L Score: 66.67%
BERTScore: 94.80%

Input: Category: lights, Subcategory: basement, Action: on, Sentence: Turn on basement lights in 20 minutes
Expected: Basement lights will be turned on in 20 minutes.
Generated: Basement lights will be turned on in twenty minutes
ROUGE-L Score: 88.89%
BERTScore: 98.98%

Input: Category: music, Subcategory: volume, Action: unmute, Sentence: Enable sound now
Expected: Sound enabled now
Generated: Sound enabled now.
ROUGE-L Score: 100.00%
BERTScore: 99.14%

Input: Category: music, Subcategory: equalizer, Action: adjust, Sentence: Set equalizer to bass boost
Expected: Equalizer set to bass boost.
Generated: Equalizer set to boost bass level.
ROUGE-L Score: 72.73%
BERTScore: 95.45%

Input: Category: camera, Subcategory: bathroom, Action: statusquery, Sentence: Observe bathroom camera operations
Expected: Operations observed
Generated: Bathroom operations observed.
ROUGE-L Score: 80.00%
BERTScore: 89.67%

Input: Category: music, Subcategory: none, Action: off, Sentence: Turn off the music system
Expected: Music system turned off.
Generated: Music system turned off.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: playlist, Action: shuffle, Sentence: Mix playlist tonight
Expected: Playlist mixed tonight. 
Generated: Playlist mixed tonight.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: none, Action: off, Sentence: Stop all music at 7 PM
Expected: Music will be turned off at 7 PM.
Generated: All music will be turned off at seven PM
ROUGE-L Score: 82.35%
BERTScore: 95.54%

Input: Category: shutters, Subcategory: library, Action: up, Sentence: Raise the shutters in the library
Expected: Raising the shutters in the library today.
Generated: Raising the shades in library now
ROUGE-L Score: 61.54%
BERTScore: 94.73%

Input: Category: music, Subcategory: ambient, Action: stop, Sentence: Stop ambient music now
Expected: Ambient music stopped.
Generated: Ambient music stopped.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: lights, Subcategory: attic, Action: on, Sentence: Turn on attic lighting next morning
Expected: Attic lighting will activate next morning
Generated: Attic lights will be turned on tomorrow.
ROUGE-L Score: 46.15%
BERTScore: 93.06%

Input: Category: music, Subcategory: playlist, Action: reorder, Sentence: Rearrange songs today
Expected: Songs rearranged today
Generated: Songs rearranged today.
ROUGE-L Score: 100.00%
BERTScore: 98.69%

Input: Category: music, Subcategory: playbackspeed, Action: resetspeed, Sentence: Adjust speed to normal
Expected: Speed adjusted to normal
Generated: Normal speed adjusted.
ROUGE-L Score: 57.14%
BERTScore: 90.64%

Input: Category: music, Subcategory: playback, Action: stop, Sentence: End music at 7 PM
Expected: Playback will stop at 7 PM.
Generated: Music will stop at the scheduled time.
ROUGE-L Score: 46.15%
BERTScore: 91.11%

Input: Category: shutters, Subcategory: toilet, Action: up, Sentence: Lift shades tonight
Expected: Shades lifted tonight.
Generated: Shades lifted tonight.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: living room, Action: up, Sentence: Elevate drapes after 15 minutes
Expected: Drapes will be elevated after 15 minutes.
Generated: Drapes will be elevated shortly
ROUGE-L Score: 66.67%
BERTScore: 94.46%

Input: Category: shutters, Subcategory: none, Action: statusquery, Sentence: Evaluate all blinds
Expected: Blinds evaluated
Generated: All blinds evaluated.
ROUGE-L Score: 80.00%
BERTScore: 90.59%

Input: Category: music, Subcategory: playlist, Action: delete, Sentence: Delete playlist now
Expected: Playlist deleted now
Generated: Playlist deleted now.
ROUGE-L Score: 100.00%
BERTScore: 98.93%

Input: Category: shutters, Subcategory: living room, Action: up, Sentence: Unveil living room shutters
Expected: Shutters unveiled
Generated: Shutters unveiled now.
ROUGE-L Score: 80.00%
BERTScore: 95.54%

Input: Category: shutters, Subcategory: toilet, Action: up, Sentence: Raise toilet blinds next Monday, June 9
Expected: Toilet blinds will be raised next Monday.
Generated: Blinds will be raised nextMonday.
ROUGE-L Score: 66.67%
BERTScore: 89.87%

Input: Category: music, Subcategory: source, Action: switchsource, Sentence: Change source today
Expected: Source changed today
Generated: Source changed today.
ROUGE-L Score: 100.00%
BERTScore: 97.84%

Input: Category: music, Subcategory: multisource, Action: sync, Sentence: Align audio sources in 10 minutes
Expected: Sources will be synchronized in 10 minutes.
Generated: Sources will be synchronized in ten minutes.
ROUGE-L Score: 85.71%
BERTScore: 98.46%

Input: Category: camera, Subcategory: basement, Action: statusquery, Sentence: What's the basement camera status?
Expected: Basement camera details displayed
Generated: Basement camera details displayed
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: playlist, Action: check, Sentence: How many songs are in my workout playlist?
Expected: Your workout playlist has 15 songs.
Generated: 25 songs found in playlist.
ROUGE-L Score: 18.18%
BERTScore: 90.08%

Input: Category: camera, Subcategory: living room, Action: on, Sentence: Activate living room camera
Expected: Living room camera turned on
Generated: Living room  camera  activated.
ROUGE-L Score: 66.67%
BERTScore: 91.82%

Input: Category: lights, Subcategory: dining room, Action: on, Sentence: Turn on the light in the dining room in 1 day
Expected: Turning on the dining room lights in 1 day.
Generated: Activating the dinner room lights in one day
ROUGE-L Score: 58.82%
BERTScore: 94.16%

Input: Category: lights, Subcategory: attic, Action: off, Sentence: Disable attic lighting
Expected: Attic lighting disabled
Generated: Attic lighting disabled.
ROUGE-L Score: 100.00%
BERTScore: 99.21%

Input: Category: music, Subcategory: playback, Action: previous, Sentence: Play previous song
Expected: Previous song playing.
Generated: Previous song playing.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: playback, Action: previous, Sentence: Play the previous song
Expected: Previous song playing.
Generated: Previous song is now playing.
ROUGE-L Score: 75.00%
BERTScore: 93.04%

Input: Category: music, Subcategory: ambient, Action: play, Sentence: Launch ambient music "next Wednesday, June 11"
Expected: Ambient music will start next Wednesday.
Generated: Ambient music will start next Wednesday
ROUGE-L Score: 100.00%
BERTScore: 98.99%

Input: Category: music, Subcategory: ambient, Action: check, Sentence: Inspect ambient music at 6 PM
Expected: Ambient music status will be checked at 6 PM.
Generated: Ambient music status will be reviewed at six PM
ROUGE-L Score: 77.78%
BERTScore: 97.01%

Input: Category: music, Subcategory: playback, Action: restart, Sentence: Restart the track
Expected: Track restarted.
Generated: Track restarted
ROUGE-L Score: 100.00%
BERTScore: 98.39%

Input: Category: music, Subcategory: ambient, Action: play, Sentence: Launch ambient music at 6 PM
Expected: Ambient music will start at 6 PM.
Generated: Ambient music will start in six hours.
ROUGE-L Score: 57.14%
BERTScore: 94.64%

Input: Category: lights, Subcategory: basement, Action: off, Sentence: Shut off basement lighting
Expected: Basement lighting shut off
Generated: Basement lighting shut off.
ROUGE-L Score: 100.00%
BERTScore: 98.68%

Input: Category: music, Subcategory: status, Action: check, Sentence: Inspect music status
Expected: Music status inspected
Generated: Music status inspected.
ROUGE-L Score: 100.00%
BERTScore: 98.76%

Input: Category: camera, Subcategory: outside, Action: on, Sentence: Activate outside camera
Expected: Outside camera turned on
Generated: outside  camera  activated  now.
ROUGE-L Score: 50.00%
BERTScore: 86.78%

Input: Category: music, Subcategory: playback, Action: restart, Sentence: Reset playback at six o'clock
Expected: Playback will restart at six o'clock.
Generated: Playback will restart then.
ROUGE-L Score: 54.55%
BERTScore: 91.54%

Input: Category: camera, Subcategory: outside, Action: on, Sentence: Initiate all outdoor cameras
Expected: All outdoor cameras initiated
Generated: All outside cameras initiated.
ROUGE-L Score: 75.00%
BERTScore: 95.81%

Input: Category: camera, Subcategory: dining room, Action: statusquery, Sentence: View dining room camera
Expected: Dining room camera view active
Generated: Dining room view active
ROUGE-L Score: 88.89%
BERTScore: 98.40%

Input: Category: lights, Subcategory: living room, Action: on, Sentence: Activate all living room lights
Expected: All living room lights activated
Generated: all  living  room  lights  activated  now.
ROUGE-L Score: 90.91%
BERTScore: 88.16%

Input: Category: music, Subcategory: source, Action: check, Sentence: Review source in one hour
Expected: Source status will be checked in one hour.
Generated: Source status will be reviewed in an hour
ROUGE-L Score: 75.00%
BERTScore: 97.03%

Input: Category: shutters, Subcategory: basement, Action: down, Sentence: Close basement shutters at 8 PM
Expected: Basement shutters will be closed at 8 PM.
Generated: Shutters will be closed at eight PM.
ROUGE-L Score: 80.00%
BERTScore: 93.89%

Input: Category: camera, Subcategory: kitchen, Action: statusquery, Sentence: Review feed immediately
Expected: Feed reviewed immediately
Generated: Feed reviewed immediately.
ROUGE-L Score: 100.00%
BERTScore: 99.06%

Input: Category: camera, Subcategory: cellar, Action: statusquery, Sentence: Monitor cellar camera activity
Expected: Activity monitored
Generated: Cellar activity monitored.
ROUGE-L Score: 80.00%
BERTScore: 90.66%

Input: Category: music, Subcategory: sleeptimer, Action: set, Sentence: Set a sleep timer for 30 minutes
Expected: Music will stop in 30 minutes.
Generated: Sleep timer set for thirty minutes.
ROUGE-L Score: 16.67%
BERTScore: 89.17%

Input: Category: music, Subcategory: playlist, Action: check, Sentence: Review playlist at 7 PM
Expected: Playlist will be reviewed at 7 PM. 
Generated: 2018 playlist will be reviewed at seven PM.
ROUGE-L Score: 80.00%
BERTScore: 96.28%

Input: Category: shutters, Subcategory: none, Action: up, Sentence: Raise all shutters in 10 minutes
Expected: All shutters will be raised in 10 minutes.
Generated: All shades will be raised in ten minutes.
ROUGE-L Score: 75.00%
BERTScore: 95.06%

Input: Category: shutters, Subcategory: kitchen, Action: down, Sentence: Shut the shutters in the kitchen
Expected: The shutters in the kitchen are now closed.
Generated: Shutting the shutter now in kitchen.
ROUGE-L Score: 57.14%
BERTScore: 90.63%

Input: Category: music, Subcategory: artist, Action: play, Sentence: Play songs by the artist after 15 minutes
Expected: Songs will start shortly.
Generated: Songs by artist will start soon
ROUGE-L Score: 60.00%
BERTScore: 91.85%

Input: Category: shutters, Subcategory: toilet, Action: up, Sentence: Open toilet shutters at 8 AM
Expected: Toilet shutters will be opened at 8 AM.
Generated: Toile toilet shutter will be opened at eight AM.
ROUGE-L Score: 82.35%
BERTScore: 94.98%

Input: Category: camera, Subcategory: bathroom, Action: statusquery, Sentence: Analyze feed yesterday
Expected: Feed analyzed for yesterday
Generated: Feed analyzed for yesterday.
ROUGE-L Score: 100.00%
BERTScore: 97.30%

Input: Category: lights, Subcategory: toilet, Action: on, Sentence: Turn on toilet lighting
Expected: Toilet lighting turned on
Generated: Toilet lighting turned on.
ROUGE-L Score: 100.00%
BERTScore: 98.96%

Input: Category: lights, Subcategory: library, Action: off, Sentence: Turn off library lights after 40 minutes
Expected: Library lights will turn off in 40 minutes
Generated: Library lights will turn off shortly.
ROUGE-L Score: 71.43%
BERTScore: 94.98%

Input: Category: music, Subcategory: podcast, Action: skip, Sentence: Go to next podcast
Expected: Next podcast started
Generated: Next podcast active.
ROUGE-L Score: 66.67%
BERTScore: 93.76%

Input: Category: music, Subcategory: genre, Action: play, Sentence: Play alternative music this 20 July
Expected: Alternative music playing this 20 July.
Generated: Alternative music playing this afternoon.
ROUGE-L Score: 72.73%
BERTScore: 93.51%

Input: Category: shutters, Subcategory: library, Action: down, Sentence: Close library shutters at 8 PM
Expected: Library shutters will be closed at 8 PM.
Generated: library Shutters will be closed at8:00 PM.
ROUGE-L Score: 75.00%
BERTScore: 95.15%

Input: Category: music, Subcategory: playbackspeed, Action: adjustspeed, Sentence: Speed adjusted to 1.25x
Expected: Speed set.
Generated: Playback speed adjusted.
ROUGE-L Score: 40.00%
BERTScore: 88.28%

Input: Category: lights, Subcategory: library, Action: on, Sentence: Can you make it more bright in the library in 2 minutes?
Expected: Brightening the library in 2 minutes.
Generated: Adjusting library lighting in two minutes.
ROUGE-L Score: 50.00%
BERTScore: 92.67%

Input: Category: music, Subcategory: genre, Action: play, Sentence: Start playing metal music this evening
Expected: Metal music playing this evening.
Generated: Metal music is now playing.
ROUGE-L Score: 60.00%
BERTScore: 91.75%

Input: Category: camera, Subcategory: all, Action: on, Sentence: Wake up all cameras
Expected: All Cameras are now active.
Generated: All cameras are now active
ROUGE-L Score: 100.00%
BERTScore: 97.08%

Input: Category: music, Subcategory: playlist, Action: shuffle, Sentence: Randomize playlist
Expected: Playlist randomized
Generated: Playlist randomized.
ROUGE-L Score: 100.00%
BERTScore: 98.86%

Input: Category: music, Subcategory: schedule, Action: check, Sentence: Verify schedule at 7 PM
Expected: Schedule status will be checked at 7 PM.
Generated: 2018 schedule will be reviewed then.
ROUGE-L Score: 42.86%
BERTScore: 90.72%

Input: Category: camera, Subcategory: kitchen, Action: on, Sentence: Enable video in kitchen camera
Expected: Kitchen camera video enabled.
Generated: Kitchen camera video enabled.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: playback, Action: skip, Sentence: Play next song
Expected: Next song started
Generated: Next song playing.
ROUGE-L Score: 66.67%
BERTScore: 93.30%

Input: Category: shutters, Subcategory: basement, Action: down, Sentence: Shut basement blinds
Expected: Blinds shut
Generated: Blinds shut in the basement
ROUGE-L Score: 57.14%
BERTScore: 93.74%

Input: Category: camera, Subcategory: bathroom, Action: on, Sentence: Activate bathroom surveillance in two hours
Expected: Bathroom camera will start in two hours.
Generated: Bathroom camera will be turned on in 2 hours.
ROUGE-L Score: 62.50%
BERTScore: 95.27%

Input: Category: camera, Subcategory: basement, Action: on, Sentence: Turn on basement surveillance at 9 AM
Expected: Camera will start at 9 AM.
Generated: Basement camera will start at nine o'clock.
ROUGE-L Score: 57.14%
BERTScore: 92.03%

Input: Category: music, Subcategory: device, Action: volumesync, Sentence: Set volume across devices this evening
Expected: Volume synced this evening.
Generated: all devices volume set this  evening 7:00 PM.
ROUGE-L Score: 46.15%
BERTScore: 89.24%

Input: Category: shutters, Subcategory: bathroom, Action: statusquery, Sentence: Inspect shutters now
Expected: Shutters inspected now
Generated: Shutters inspected now.
ROUGE-L Score: 100.00%
BERTScore: 98.69%

Input: Category: music, Subcategory: status, Action: check, Sentence: Examine music system
Expected: Music system examined
Generated: Music system examined.
ROUGE-L Score: 100.00%
BERTScore: 98.01%

Input: Category: music, Subcategory: radio, Action: play, Sentence: Launch radio
Expected: Radio launched
Generated: Radio launched.
ROUGE-L Score: 100.00%
BERTScore: 97.38%

Input: Category: shutters, Subcategory: living room, Action: down, Sentence: Drop drapes today
Expected: Drapes dropped today
Generated: Drapes dropped today.
ROUGE-L Score: 100.00%
BERTScore: 98.35%

Input: Category: lights, Subcategory: random, Action: on, Sentence: Turn random lights on
Expected: Random lights on
Generated: Random lights are on now.
ROUGE-L Score: 75.00%
BERTScore: 92.34%

Input: Category: music, Subcategory: song, Action: play, Sentence: Start song playback
Expected: Song playback started
Generated: Song playback started
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: camera, Subcategory: living room, Action: on, Sentence: I would like it that you'd tell me if the camera in the living room is on
Expected: Yes the living room camera is currently on.
Generated: Living room camera status will be reviewed.
ROUGE-L Score: 40.00%
BERTScore: 88.35%

Input: Category: lights, Subcategory: basement, Action: off, Sentence: Turn off the lights in the basement
Expected: Turning off the basement lights.
Generated: Turning off basement lights.
ROUGE-L Score: 88.89%
BERTScore: 97.58%

Input: Category: music, Subcategory: song, Action: play, Sentence: Start track next week, June 12
Expected: Song will start next week.
Generated: Next song will play next weekend.
ROUGE-L Score: 54.55%
BERTScore: 92.80%

Input: Category: shutters, Subcategory: bathroom, Action: statusquery, Sentence: Verify blinds now
Expected: Blinds verified now
Generated: Blinds verified now
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: schedule, Action: check, Sentence: Check music schedule
Expected: Schedule details displayed
Generated: schedule retrieved.
ROUGE-L Score: 40.00%
BERTScore: 91.41%

Input: Category: music, Subcategory: playback, Action: stop, Sentence: Halt playback in 15 minutes
Expected: Playback will stop in fifteen minutes.
Generated: Playback will stop shortly.
ROUGE-L Score: 60.00%
BERTScore: 95.14%

Input: Category: music, Subcategory: playlist, Action: addsong, Sentence: Add Sweet Child O Mine to chill playlist tomorrow June 7
Expected: Sweet Child O Mine will be added to chill playlist tomorrow
Generated: sweet child o mine will be added to Chill Playlist tomorrow 6/7.
ROUGE-L Score: 91.67%
BERTScore: 93.11%

Input: Category: camera, Subcategory: none, Action: on, Sentence: Activate all cameras at 5 PM
Expected: All cameras will be turned on at 5 PM.
Generated: All cameras will be turned on at five.
ROUGE-L Score: 82.35%
BERTScore: 98.40%

Input: Category: shutters, Subcategory: living room, Action: up, Sentence: Raise shutters at nine o'clock
Expected: Living room shutters will be opened at nine o'clock.
Generated: Shutters will be opened at 9 o’clock
ROUGE-L Score: 77.78%
BERTScore: 92.64%

Input: Category: camera, Subcategory: living room, Action: statusquery, Sentence: Monitor living room camera activity
Expected: Activity monitored
Generated: Living room activity monitored.
ROUGE-L Score: 66.67%
BERTScore: 92.51%

Input: Category: music, Subcategory: song, Action: play, Sentence: Play current song
Expected: Current song playing
Generated: Song is now playing.
